"date1","Reported_PrecipSum","Hourly_RelHum_Mean","Hourly_SeaPressure_Mean","Hourly_StationPressure_Mean","Hourly_Visibility_Mean","Hourly_WindDir_Mean","HourlyWindGust_Mean","HourlyWindSpeed_Mean","Hourly_Temp_Mean","Temp_Mean","AvgWindSpeed_Mean","MaxTemp_Mean","MinTemp_Mean","PeakWindSpd_Mean","PeakWindDir_Mean","AvgRelHum_Mean","AvgPressure_Mean","Precip_Max_inState","RelHumidity_Max_inState","WindGust_Max_inState","Temp_Max_inState","Precip_Sum_Calc"
2011-01-01,0,75.4302670623145,30.0705,29.830695970696,6.36241379310345,117.348703170029,0.187150837988827,3.5,40.7369942196532,40.5,2.7375,52.125,28.625,13.625,197.5,74.5,29.9275,0,100,18,56,0
2011-01-02,0.03,88.2666666666667,29.9134,29.7057281553398,4.19010330578512,156.8125,1.76720647773279,3.86032388663968,42.4462809917355,41,4.1875,49,32.5,28.125,332.5,82,29.775,0.12,100,33,50,0.054582788671024
2011-01-03,0,50.8307692307692,30.06345,29.7892063492063,9.98929230769231,281.726384364821,12.5795795795796,9.5975975975976,29.2461538461538,29.875,9.5875,35.5,23.75,31,312.5,48.5,29.89,0,81,34,37,0
2011-01-04,0,62.0123839009288,29.92025,29.6574501992032,9.94278637770898,166.549520766773,0.353474320241692,4.33836858006042,28.7089783281734,29.5,4.2625,39.125,19.375,20.25,236.25,58.5,29.80625,0,93,22,40,0
2011-01-05,0,61.8006329113924,29.79185,29.5497131147541,9.70892405063291,233.333333333333,1.70987654320988,5.3858024691358,29.3227848101266,29.5,5.2875,38.625,19.75,21.5,306.25,56,29.6375,0,92,22,41,0
2011-01-06,0,66.8375796178344,29.6881,29.4424166666667,9.93796178343949,54.1666666666667,0,1.08074534161491,23.3025477707006,23.5,0.975,32.25,14.375,9.25,217.5,65,29.555,0,92,0,33,0
2011-01-07,0.146,77.9589632829374,29.46295,29.2408333333333,5.57768292682927,96.4948453608247,1.89043824701195,5.25298804780877,29.031185031185,28.75,5.575,34.375,22.625,21.25,101.25,76,29.33375,0.62,100,29,36,0.0268899453024453
2011-01-08,0.046,85.0491071428571,29.4253233830846,29.2299757281553,6.64440082644628,197.448132780083,0.76969696969697,5.04040404040404,27.2,26.875,5.4,30.25,23,19.25,327.5,80.5,29.28,0.02,100,22,34,0.00705677749360614
2011-01-09,0.0444444444444444,63.9408284023669,29.7582,29.4907462686567,8.68329411764706,307.899686520376,15.8853868194842,11.8481375358166,26.9029411764706,27.5,11.7625,32.625,22.125,30.375,311.25,58,29.5525,0.08,100,32,35,0.027978354978355
2011-01-10,0.0175,58.622641509434,30.11655,29.8545714285714,9.9984858044164,296.835016835017,9.39263803680982,9.46625766871166,26.4088050314465,26.75,9.475,34.125,18.875,27.5,323.75,56.5,29.945,0.04,84,36,36,0.0109432234432234
2011-01-11,0.021,71.1586021505376,30.15255,29.8495,8.55233243967828,133.233695652174,0.272251308900524,4.86910994764398,22.8257372654156,20.75,3.9875,27.75,13.25,16.25,62.5,68,30.03,0,100,21,30,0
2011-01-12,0.501,82.4260249554367,29.5819,29.3684778420039,2.78233108108108,277.760141093474,17.0960264900662,13.2582781456954,26.6481481481481,26.875,13.175,30.625,22.875,34.25,315,77,29.4425,0.22,100,43,34,0.0491524880416934
2011-01-13,0.0133333333333333,62.1454545454545,30.07105,29.796976744186,9.76306060606061,317.483870967742,12.3716814159292,10.6106194690265,21.9848484848485,21.375,9.9,29.125,13.125,28,323.75,58.5,29.8675,0.04,91,32,31,0.00914102564102564
2011-01-14,0,70.6488095238095,30.2768,30.0767932489451,9.48744807121662,224.294294294294,0.872463768115942,4.89565217391304,13.9080118694362,14.125,4.5125,24.25,3.875,18.25,325,66.5,30.11875,0,96,21,27,0
2011-01-15,0.01,76.0058997050148,30.0813917525773,29.8414615384615,8.95952802359882,131.213017751479,2.3314121037464,5.29394812680115,19.7374631268437,17.25,5.4625,35,-1,24.875,206.25,73,29.9675,0.04,100,36,37,0.00617216117216117
2011-01-16,0.02625,53.3333333333333,30.0248,29.8314018691589,9.90947040498442,285.635179153094,3.87841945288754,7.36474164133739,28.8224299065421,26.875,7.825,34.5,18.875,23.75,310,52.5,29.835,0.05,80,29,37,0.0169047619047619
2011-01-17,0.00111111111111111,48.2153846153846,30.3316753926702,30.1156132075472,9.97083076923077,194.006211180124,0.425149700598802,5.15868263473054,18.1753846153846,18.5,5.35,22.875,13.625,18.5,253.75,48,30.14,0.01,70,23,25,0.000714285714285714
2011-01-18,0.547,87.1678082191781,29.9108,29.746724738676,2.94306501547988,131.677115987461,3.9558599695586,9.20852359208524,28.0880989180835,28.375,9.4375,37.75,18.5,25.375,135,87.5,29.83375,0.24,100,33,43,0.358806219298767
2011-01-19,0.065,87.9755501222494,29.69845,29.4650769230769,8.06859002169197,214.589800443459,0.794055201698514,4.45859872611465,34.4577006507592,34.875,4.6125,38.25,31.125,19.5,301.25,83.5,29.5225,0.34,100,22,39,0.061482065088708
2011-01-20,0.0025,66.8108108108108,29.963,29.7130798479087,9.64195195195195,223.14465408805,1.73313782991202,5.51612903225806,27.3513513513514,27.75,5.4375,32,22.875,21.625,320,61,29.82125,0.01,96,24,34,0.0016025641025641
2011-01-21,0.168,75.7845849802372,29.6261809045226,29.4260538116592,4.99994252873563,204.5703125,6.60902255639098,8.51127819548872,24.1954022988506,25.125,10.725,30.625,19.125,36,297.5,67,29.47625,0.03,100,36,34,0.00376220840639779
2011-01-22,0,59.8080495356037,29.9106,29.7178801843318,9.85919504643963,195.512820512821,1.05135951661631,4.16012084592145,14.8916408668731,13.75,4.1625,23.875,3.125,22,303.75,57,29.7575,0,92,28,25,0
2011-01-23,0,63.8630573248408,30.019,29.7627058823529,9.32815286624204,234.142394822006,6.79813664596273,7.10869565217391,10.2356687898089,10.5,7.4125,22.5,-2.125,29.75,313.75,59.5,29.81875,0,100,33,24,0
2011-01-24,0,45.5591054313099,30.4228,30.1395967741935,9.95693290734824,175.602605863192,0.532710280373832,4.1183800623053,5.74760383386581,6.25,3.8125,16,-4.25,18.125,327.5,46,30.25875,0,86,24,21,0
2011-01-25,0.0609090909090909,84.4459016393443,30.184898989899,29.9964397905759,3.22211508553655,62.9393468118196,0,1.41437308868502,18.7981366459627,21.125,1.525,31.25,10.125,10.5,181.25,83,30.05375,0.01,100,0,32,0.00142519377813495
